MID,DISCIPLINE,COMMONNAME,PHONE,WEBURL,LONGITUDE,LATITUDE,GSTREET,GCITY,GSTATE,GZIP5
8409501443,GMU,FIELDING GARR RANCH/ANTELOPE ISLAND,8016495742, ,-112.11316,41.08935,4528 WEST 1700,SOUTH SYRACUSE,UT,84075
8409501444,GMU,FISHER MUSEUM,9787243302,HTTP://HARVARDFOREST.FAS.HARVARD.EDU,-71.11216,42.36977,1033 MASSACHUSETTS AVE S,CAMBRIDGE,MA,2138
8409501445,GMU,FLORIDA INTERNATIONAL MUSEUM,7273417900,HTTP://WWW.FLORIDAMUSEUM.ORG,-82.63625,27.77344,244 SECOND AVENUE N,ST PETERSBURG,FL,33701
8409501446,GMU,FLORIDA SOUTHERN COLLEGE AND THE ARCHITECTURE OF FRANK LLOYD WRIGHT, ,HTTP://FRANKLLOYDWRIGHTATFSC.COM/,-81.94704,28.02907,111 LAKE HOLLINGSWORTH D,LAKELAND,FL,33801
8409501447,GMU,FOREST PRESERVE OF DUPAGE COUNTY KLINE CREEK FARM,6308765900,HTTP://DUPAGEFOREST.COM,-88.10902,41.83454,BOX 5000,WHEATON,IL,60189
8409501448,GMU,FORT BELKNAP MUSEUM AND ARCHIVES,8175314444,HTTPS://TXWES.EDU,-97.27966,32.73455,1201 WESLEYAN ST,FORT WORTH,TX,76105
8409501449,GMU,FORT DUPONT STATE PARK,3028347941,HTTP://WWW.DESTATEPARKS.COM/PARK/FORT-DUPONT/INDEX.ASP,-75.59379,39.57422,PO BOX 170,DELAWARE CITY,DE,19706
8409501451,GMU,FORT LEBOEUF WATERFORD, , ,-80.12971,41.87125,219 MEADVILLE STREET,EDINBORO,PA,16444
8409501455,GMU,FOWLER MUSEUM AT UCLA,3108254361,HTTP://WWW.FOWLER.UCLA.EDU/,-118.4445,34.05799,10920 WILSHIRE BLVD STE,LOS ANGELES,CA,90024
8409501456,GMU,FRALIN MUSEUM, , ,-78.50493,38.03595,PO BOX 400127,CHARLOTTESVL,VA,22904
8409501457,GMU,FRANCES GODWIN AND JOSEPH TERNBACH MUSEUM,7189974747, ,-73.81901,40.72667,405 KLAPPER HALL 65-30 KISSENA BLVD,FLUSHING,NY,11367
8409501458,GMU,FRANCO-AMERICAN COLLECTION OF MAINE,2077536545,HTTP://USM.MAINE.EDU/FRANCO,-68.77152,44.8022,16 CENTRAL ST,BANGOR,ME,4401
8409501459,GMU,FRED RUSS EXPERIMENTAL FOREST, ,HTTP://AGBIORESEARCH.MSU.EDU/CENTERS/FREDRUSS,-84.49352,42.7356,426 AUDITORIUM RD RM 360,EAST LANSING,MI,48824
8409501460,GMU,FRIENDS MUSEUM OF THE UNIVERSITY OF CONNECTICUT HEALTH CENTER,8606792000, ,-72.83934,41.71176,263 FARMINTON AVENUE,FARMINGTON,CT,6030
8409501461,GMU,HANCOCK'S RESOLUTION,4102554048,HTTP://WWW.HISTORICHANCOCKSRESOLUTION.ORG,-76.43004,39.07354,PO BOX 233,GIBSON ISLAND,MD,21056
8409501462,GMU,WASHINGTON CROSSING PARK,2154934076, ,-74.89846,40.28607,PO BOX 1776,WASHINGTON CROSSING,PA,18977
8409501463,GMU,FRONTIER CULTURE MUSEUM OF VIRGINIA,5409413494,HTTP://WWW.FRONTIER.VIRGINIA.GOV,-78.97503,38.09881,38 HIGHLAND AVENUE,FISHERSVILLE,VA,22939
8409501465,GMU,GALERIE TRINITAS, ,HTTP://WWW.UGF.EDU/ABOUTUGF/GALERIETRINITAS/TABID/723/DEFAULT.ASPX,-111.2704,47.49165,1301 20TH ST S,GREAT FALLS,MT,59405
8409501466,GMU,GALLAUDET UNIVERSITY MUSEUM,2022502235,HTTP://WWW.GALLAUDET.EDU/MUSEUM.HTML,-76.99432,38.90451,800 FLORIDA AVE NE,WASHINGTON,DC,20002
8409501467,GMU,GALLERIA,9896869000, ,-83.97409,43.51924,1961 DELTA ROAD,UNIVERSITY CENTER,MI,48710
8409501469,GMU,GARFIELD FARM MUSEUM,6305848485,HTTP://WWW.GARFIELDFARM.ORG,-88.43244,41.88416,BOX 403,LA FOX,IL,60147
8409501471,GMU,GENERAL DOUGLAS L. MCBRIDE MUSEUM,5056248220,HTTP://WWW.NMMI.EDU/MUSEUM/,-104.52279,33.40877,101 WEST COLLEGE BOULEVARD,ROSWELL,NM,88201
8409501474,GMU,GEORGE E. CASE COLLECTION OF ANTIQUE KEYBOARDS, , ,-81.97006,34.99315,800 UNIVERSITY WAY,SPARTANBURG,SC,29303
8409501475,GMU,GEORGE M. MURRELL HOME,9184562751,HTTP://OKHISTORY.ORG,-94.96269,35.79299,19479 E MURRELL HOME ROAD,PARK HILL,OK,74451
8409501477,GMU,GEORGE W. BUSH PRESIDENTIAL LIBRARY,2143461650,HTTPS://WWW.GEORGEWBUSHLIBRARY.SMU.EDU,-96.78599,32.84085,PO BOX 750261,DALLAS,TX,75275
8409501478,GMU,GEORGE WASHINGTON CARVER MUSEUM,3347276390, ,-85.71709,32.41399,KRESGE CENTER 3RD FLOOR,TUSKEGEE,AL,36088
8409501479,GMU,GEORGE WASHINGTON UNIVERSITY MUSEUM,2029945200,HTTP://MUSEUM.GWU.EDU/,-77.43757,39.05186,45155 RESEARCH PLACE 155,ASHBURN,VA,20147
8409501480,GMU,UNIVERSITY ART COLLECTION,2026871469,HTTP://WWW.LIBRARY.GEORGETOWN.EDU/SPECIAL-COLLECTIONS/ART,-77.07113,38.90835,37TH AND O STREETS NW,WASHINGTON,DC,20057
8409501481,GMU,GEORGIA COLLEGE & STATE UNIVERSITY MUSEUM,4784455004, ,-83.24384,33.0984,231 OCONEE RIVER GREENWAY,MILLEDGEVILLE,GA,31061
8409501482,GMU,GEORGIA MUSEUM OF AGRICULTURE AND HISTORIC VILLAGE,2293915205,HTTP://WWW.ABAC.EDU/MUSEUM,-83.53271,31.46716,1392 WHIDDON MILL ROAD,TIFTON,GA,31793
8409501483,GMU,GEORGIA SOUTHERN MUSEUM,9124785444,HTTP://ACADEMICS.GEORGIASOUTHERN.EDU/MUSEUM,-81.8002,32.42818,2142 SOUTHERN DRIVE,STATESBORO,GA,30458
8409501484,GMU,GILCREASE MUSEUM, ,HTTP://GILCREASE.UTULSA.EDU/,-95.95554,36.14669,800 STUCKER DR,TULSA,OK,74104
8409501485,GMU,GILLESPIE MUSEUM OF MINERALS,3868227330,HTTP://WWW.STETSON.EDU/OTHER/GILLESPIE-MUSEUM/,-81.30876,29.00996,421 N WOODLAND BLVD,DELAND,FL,32723
8409501486,GMU,GLENCAIRN MUSEUM,2675022600,HTTP://WWW.GLENCAIRNMUSEUM.ORG/,-75.06728,40.13101,PO BOX 711,BRYN ATHYN,PA,19009
8409501489,GMU,GOV CB AYCOCK BIRTHPLACE SHS,9192425581, ,-77.97598,35.54407,264 GOVERNOR AYCOCK RD,FREMONT,NC,27830
8409501492,GMU,GREENBANK MILL & PHILIPS FARM,3029999001,HTTP://WWW.GREENBANKMILL.ORG/,-75.63263,39.73967,500 GREENBANK RD,WILMINGTON,DE,19808
8409501493,GMU,GUSTAV JEENINGA MUSEUM OF BIBLE AND NEAR EASTERN STUDIES,7656414526,HTTP://WWW.ANDERSON.EDU/CAMPUS/MUSEUM/,-85.66592,40.11126,1100 E 5TH ST,ANDERSON,IN,46012
8409501494,GMU,H.J. LUTCHER STARK CENTER FOR PHYSICAL CULTURE AND SPORTS,5124714890,HTTP://WWW.STARKCENTER.ORG,-97.74171,30.2864,403 EAST 23RD STREET,AUSTIN,TX,78712
8409501495,GMU,HALL OF FAME FOR GREAT AMERICANS,7182895170,HTTP://WWW.BCC.CUNY.EDU/HALLOFFAME/,-73.91269,40.85528,2155 UNIVERSITY AVENUE,BRONX,NY,10453
8409501496,GMU,HALL OF FAME OF DISTINGUISHED BAND CONDUCTORS, ,HTTP://NATIONALBANDASSOCIATIONHALLOFFAME.ORG/,-85.95519,31.79828,UNIVERSITY AVENUE,TROY,AL,36082
8409501497,GMU,HALL OF VALOR CIVIL WAR MUSEUM, , ,-79.47168,37.78762,COMPTROLLERS OFFICE,LEXINGTON,VA,24450
8409501498,GMU,HAMPTON UNIVERSITY MUSEUM,7577275308,HTTP://MUSEUM.HAMPTONU.EDU,-76.33969,37.02378,QUEEN AND TYLER ST,HAMPTON,VA,23668
8409501499,GMU,HANCOCK PARK DISTRICT,4194257275,HTTP://HANCOCKPARKS.COM,-83.62164,41.04044,1424 EAST MAIN CROSS STREET,FINDLAY,OH,45840
8409501500,GMU,HANFORD MILLS MUSEUM,6072785744,HTTP://WWW.HANFORDMILLS.ORG,-74.87567,42.40684,PO BOX 99,EAST MEREDITH,NY,13757
8409501501,GMU,HAR-BER VILLAGE ANTIQUE MUSEUM,9187863488,HTTP://WWW.HAR-BERVILLAGE.COM/,-94.78427,36.58087,4404 WEST 20TH STREET,GROVE,OK,74344
8409501502,GMU,HAROLD E. EDGERTON STROBE ALLEY, , ,-71.09434,42.35991,77 MASSACHUSETTS AVENUE,CAMBRIDGE,MA,2139
8409501503,GMU,HARRY L. CRISP II MUSEUM,5736512260,HTTP://WWW.SEMO.EDU/MUSEUM/,-89.521,37.30234,518 S FOUNTAIN ST,CAPE GIRADEAU,MO,63701
8409501504,GMU,HARRY RANSOM CENTER, ,HTTP://WWW.HRC.UTEXAS.EDU/,-97.74077,30.28382,300 WEST 21ST STREET,AUSTIN,TX,78712
8409501506,GMU,HARVARD FOREST,9787243302,HTTP://HARVARDFOREST.FAS.HARVARD.EDU,-71.11216,42.36977,1033 MASSACHUSETTS AVE S,CAMBRIDGE,MA,2138
8409501507,GMU,HARVARD UNIVERSITY MINERALOGICAL AND GEOLOGICAL MUSEUM,6174952460,HTTP://MGMH.FAS.HARVARD.EDU,-71.11216,42.36977,1033 MASSACHUSETTS AVE S,CAMBRIDGE,MA,2138
8409501508,GMU,HARVARD UNIVERSITY PEABODY MUSEUM OF ARCHAEOLOGY AND ETHNOLOGY,6174961027,HTTPS://WWW.PEABODY.HARVARD.EDU,-71.11216,42.36977,1033 MASSACHUSETTS AVE S,CAMBRIDGE,MA,2138
8409501509,GMU,HASKELL INDIAN NATIONS UNIVERSITY CULTURAL CENTER AND MUSEUM,7858326686, ,-95.23393,38.93999,155 INDIAN AVE,LAWERENCE,KS,66046
8409501510,GMU,HATHEWAY CULTURAL CENTER, ,HTTP://WWW.LC.EDU/HATHEWAY/,-90.19088,38.95092,5800 GODFREY RD,GODFREY,IL,62035
8409501511,GMU,HEMINGWAY-PFEIFFER MUSEUM AND EDUCATIONAL CENTER,8705983487,HTTP://HEMINGWAY.ASTATE.EDU,-90.20024,36.38536,1021 WEST CHERRY STREET,PIGGOTT,AR,72454
8409501512,GMU,HENDERSON STATE UNIVERSITY MUSEUM,8702305000,HTTP://WWW.HSU.EDU,-93.05976,34.12561,1100 HENDERSON STREET,ARKADELPHIA,AR,71999
8409501515,GMU,HERITAGE HILL STATE HISTORIC PARK,9204485150,HTTP://HERITAGEHILLGB.ORG/,-88.02961,44.47331,2640 SOUTH WEBSTER AVENUE,GREENBAY,WI,54301
8409501516,GMU,HERITAGE SQUARE MUSEUM,3232252700,HTTP://WWW.HERITAGESQUARE.ORG,-118.20771,34.08867,3800 HOMER STREET,LOS ANGELES,CA,90031
8409501517,GMU,HERKIMER COMMUNITY MUSEUM,3158660300,HTTP://WWW.HERKIMER.EDU,-74.9999,43.03099,100 RESERVOIR ROAD,HERKIMER,NY,13350
8409501518,GMU,HERRETT MUSEUM,2087326655,HTTP://HERRETT.CSI.EDU/,-114.46779,42.55761,COLLEGE OF SOUTHERN IDAHO 315 FALLS AVE,TWIN FALLS,ID,83301
8409501520,GMU,HIGH DESERT MUSEUM,5413824754,HTTP://WWW.HIGHDESERTMUSEUM.ORG,-121.30566,44.08919,59800 HIGHWAY 97,BEND,OR,97702
8409501521,GMU,HIGH POINT MUSEUM,3368851859,HTTP://HIGHPOINTMUSEUM.ORG/,-79.99219,35.97988,1859 E LEXINGTON AVE,HIGH POINT,NC,27262
8409501522,GMU,HILDENE THE LINCOLN FAMILY HOME, ,HTTP://WWW.HILDENE.ORG,-73.07033,43.16285,PO BOX 377,MANCHESTER,VT,5254
8409501525,GMU,HISTORIC DEERFIELD LIBRARY,4137757125,HTTP://WWW.HISTORIC-DEERFIELD.ORG,-72.60407,42.53917,PO BOX 53,DEERFIELD,MA,1342
8409501526,GMU,HISTORIC INTERPRETATIONS,9193391558, ,-78.57847,35.87073,PO BOX 61277,RALEIGH,NC,27661
8409501528,GMU,HISTORIC MANSKERS STATION,6158512231, ,-86.69095,36.32583,705 CALDWELL ROAD,GOODLETTSVILLE,TN,37072
8409501531,GMU,HISTORIC OLD SACRAMENTO FNDTN,9168084980,HTTP://WWW.HISTORICOLDSAC.ORG,-121.50439,38.58468,101 I STREET,SACRAMENTO,CA,95814
8409501532,GMU,HISTORIC ST. MARY'S CITY,2408954984, ,-76.43106,38.19002,PO BOX 39,ST MARYS,MD,20686
8409501533,GMU,HISTORIC WESTVILLE,2298386310,HTTP://WESTVILLE.ORG,-84.80204,32.04278,PO BOX 1850,LUMPKIN,GA,31815
8409501535,GMU,HOFSTA UNIVERSITY MUSEUM,8004637872,HTTP://WWW.HOFSTRA.EDU/COMMUNITY/MUSEUM/INDEX.HTML,-73.61878,40.70568,205 HOFSTRA UNIVERSITY H,HEMPSTEAD,NY,11549
8409501536,GMU,HOMESTEAD MUSEUM,6269688492,HTTP://WWW.HOMESTEADMUSEUM.ORG,-117.96468,34.01929,15415 EAST DON JULIAN ROAD,CITY OF INDUSTRY,CA,91745
8409501537,GMU,HOPEWELL,8646563311,HTTP://WWW.CLEMSON.EDU/404ERROR.PHP?Q=TRAILS%20OR%20HISTORY%20OR%20HOPEWELL.,-82.82688,34.68163,CLEMSON UNIVERSITY,CLEMSON,SC,29634
8409501538,GMU,HOPKINS HALL GALLEY, , ,-83.03221,40.00336,901 WOODY HAYES DR,COLUMBUS,OH,43210
8409501539,GMU,HORNER-MCLAUGHLIN WOODS,7346477600,HTTP://WWW.LSA.UMICH.EDU/MBG/,-83.7389,42.25286,3003 S STATE STREET G395,ANN ARBOR,MI,48109
8409501541,GMU,HOWARD UNIVERSITY MUSEUM,2028067239,HTTP://WWW.GALLERYOFART.HOWARD.EDU,-77.02172,38.92291,2244 10TH STREET ROOM 30,WASHINGTON,DC,20059
8409501543,GMU,HUDSON MUSEUM,2075811901,HTTP://WWW.UMAINE.EDU/HUDSONMUSEUM/,-68.77152,44.8022,16 CENTRAL ST,BANGOR,ME,4401
8409501546,GMU,I.D. WEEKS LIBRARY AND ARCHIVES, , ,-96.92557,42.78263,414 E CLARK ST,VERMILLIOIN,SD,57069
8409501547,GMU,I.D.E.A. SPACE AT COLORADO COLLEGE,7193896066, ,-104.82353,38.84634,14 E CACHE LA POUDRE ST,COLORADO SPG,CO,80903
8409501548,GMU,IAN BEARD OLD STATE HOUSE MUSEUM,5013248642,HTTP://WWW.ARKANSASLIVINGHISTORY.COM/,-92.27331,34.74858,300 W MARKHAM ST,LITTLE ROCK,AR,72201
8409501549,GMU,INTERNATIONAL QUILT STUDY CENTER & MUSEUM,4024726549,HTTP://WWW.QUILTSTUDY.ORG,-96.67294,40.82845,1523 NORTH 33RD STREET,LINCOLN,NE,68503
8409501552,GMU,JACKSON'S MILL MUSEUM, ,HTTP://JACKSONSMILL.EXT.WVU.EDU/,-79.95663,39.64011,PO BOX 6005,MORGANTOWN,WV,26506
8409501553,GMU,JAMES MONROE MUSEUM AND MEMORIAL LIBRARY,5406541043, ,-77.4612,38.30197,908 CHARLES STREET,FREDERICKSBURG,VA,22401
8409501554,GMU,JANET TURNER PRINT MUSEUM,5308984476,HTTP://WWW.JANETTURNER.ORG/WELCOME/INDEX.PHP, , ,CSUC BUILDING 25 NO 203,CHICO,CA,95929
8409501555,GMU,JEAN JENNINGS BARTIK COMPUTING MUSEUM,6605621212, ,-94.88286,40.35298,800 UNIVERSITY DRIVE,MARYVILLE,MO,64468
8409501556,GMU,JERRY BROCKEY STUDENT CENTER, ,HTTP://WWW.SOUTHSEATTLE.EDU/STUDENT-LIFE/ART-GALLERY/,-122.35477,47.5485,6000 16TH AVE SW,SEATTLE,WA,98106
8409501557,GMU,JEWISH MUSEUM,2124233200,HTTP://THEJEWISHMUSEUM.ORG,-73.96005,40.81181,3080 BROADWAY,NEW YORK,NY,10027
8409501558,GMU,JIM CROW MUSEUM OF RACIST MEMORABILIA,2315915873,HTTP://WWW.FERRIS.EDU/JIMCROW/,-85.47763,43.693,420 OAK STREET PRK 257,BIG RAPIDS,MI,49307
8409501559,GMU,JOEL AND LILA HARNETT PRINT STUDY CENTER,8042898276,HTTP://MUSEUMS.RICHMOND.EDU,-77.53836,37.57382,28 WESTHAMPTON WAY,RICHMOND,VA,23173
8409501560,GMU,JOHN DICKINSON PLANATATION,2175816380, ,-88.17407,39.48679,SMALL 600 LINCOLN AVENUE,CHARLESTON,IL,61920
8409501561,GMU,JOHN E. CONNER MUSEUM,3615932810,HTTP://WWW.TAMUK.EDU/ARTSCI/MUSEUM/,-97.86342,27.50893,905 WEST SANTA GERTRUDIS STREET,KINGSVILLE,TX,78363
8409501562,GMU,JOHN HAIR CULTURAL CENTER AND MUSEUM,9187724389,HTTP://WWW.KEETOOWAHCHEROKEE.ORG,-94.98705,35.91426,18627 WEST KEETOOWAH CIRCLE,TAHLEQUAH,OK,74464
8409501563,GMU,JONATHAN B. LOVELACE MUSEUM,3348444750, ,-85.49046,32.60118,392 SOUTH DONAHUE DRIVE,AUBURN,AL,36849
8409501564,GMU,JONES TRUST CENTER,4797568090,HTTP://THEJONESCENTER.NET,-94.11903,36.18468,922 E EMMA AVE,BENTONVILLE,AR,72764
8409501565,GMU,JOSEPH A. CALLAWAY ARCHAEOLOGICAL MUSEUM, , ,-85.68589,38.24638,2825 LEXINGTON RD,LOUISVILLE,KY,40206
8409501566,GMU,JURICA NATURE MUSEUM,6308296546,HTTP://BEN.EDU/MUSEUM/,-88.09408,41.77767,5700 COLLEGE RD,LISLE,IL,60532
8409501567,GMU,KALAMAZOO VALLEY MUSUEM,2693737990,HTTP://WWW.KALAMAZOOMUSEUM.ORG/,-85.58472,42.29312,230 NORTH ROSE STREET,KALAMAZOO,MI,49003
8409501569,GMU,KATHRYN TUCKER WINDHAM MUSEUM, , ,-87.33343,31.47991,2800 SOUTH ALABAMA AVENUE,THOMASVILLE,AL,36460
8409501570,GMU,KAUFFMAN CENTER FOR THE PERFORMING ARTS,3162831612,HTTP://KAUFFMAN.BETHELKS.EDU/,-97.34522,38.07487,300 E 27TH ST,NORTH NEWTON,KS,67117
8409501571,GMU,KELLOGG FARM AND DAIRY,2696712507,HTTP://WWW.KBS.MSU.EDU,-84.49352,42.7356,426 AUDITORIUM RD RM 360,EAST LANSING,MI,48824
8409501572,GMU,KELSO MUSEUM OF NEAR EASTERN ARCHAEOLOGY,4123625610, ,-79.92101,40.46743,616 N HIGHLAND AVE,PITTSBURGH,PA,15206
8409501573,GMU,KEMP MINERAL RESOURCES MUSEUM,2187337600,HTTP://WWW.LSC.EDU,-92.1387,46.78226,2101 TRINITY ROAD,DULUTH,MN,55811
8409501574,GMU,KENT STATE UNIVERSITY MUSEUM,3306723450,HTTP://WWW.KENT.EDU/MUSEUM,-81.34993,41.1536,515 HILLTOP DRIVE,KENT,OH,44242
8409501575,GMU,KENTUCKY MUSEUM,2707456258, ,-86.43796,37.00607,1906 COLLEGE HEIGHTS BLV,BOWLING GREE,KY,42101
8409501577,GMU,KINARD ANNEX,8646563311,HTTP://WWW.CLEMSON.EDU/404ERROR.PHP?Q=TRAILS%20OR%20HISTORY%20OR%20HOPEWELL.,-82.82688,34.68163,CLEMSON UNIVERSITY,CLEMSON,SC,29634
8409501579,GMU,L. H. BAILEY HORTORIUM,6072544636, ,-76.46313,42.43431,377 PINE TREE RD,ITHACA,NY,14850
8409501580,GMU,LABOR MUSEUM AND LEARNING CENTER OF MICHIGAN,8107620251, ,-83.69358,43.02256,711 N SAGINAW ST,FLINT,MI,48503
8409501581,GMU,LAGUARDIA AND WAGNER ARCHIEVES MUSEUM,7184825065,HTTP://WWW.LAGUARDIAWAGNERARCHIVE.LAGCC.CUNY.EDU/DEFAULTC.HTM,-73.93839,40.74871,10 THOMSON AVENUE,LONG ISLAND,NY,11101
8409501582,GMU,LAKE METROPARKS FARMPARK,4402562105,HTTP://LAKEMETROPARKS.COM,-81.34518,41.58615,8800 CHARDON RD,KIRTLAND,OH,44094
8409501583,GMU,LAND BETWEEN THE LAKES ASSN. THE HOMEPLACE,9312326457,HTTP://WWW.FRIENDSOFLBL.ORG,-87.81447,36.85329,345 MAINTENANCE ROAD,CADIZ,KY,42211
8409501587,GMU,LEE CHAPEL AND MUSEUM,5404588768,HTTP://WWW.WLU.EDU/LEE-CHAPEL-AND-MUSEUM,-79.44404,37.78645,204 W WASHINGTON ST,LEXINGTON,VA,24450
8409501588,GMU,LEGACY OF THE PLAINS/FARM,3084361989,HTTP://WWW.FARMANDRANCHMUSEUM.COM,-103.69059,41.82166,2930 OLD OREGON TRAIL,GERING,NE,69341
8409501589,GMU,LEONIS ADOBE MUSEUM,8182226511,HTTP://WWW.LEONISADOBEMUSEUM.ORG,-118.63976,34.15725,23537 CALABASSAS ROAD,CALABASSAS,CA,91302
8409501590,GMU,LESTER F. LARSEN TRACTOR TEST AND POWER MUSEUM,4024728389,HTTP://TRACTORMUSEUM.UNL.EDU,-96.70127,40.80918,14TH AND R ST,LINCOLN,NE,68583
8409501591,GMU,LEWIS B. HERSHEY MUSEUM, , ,-85.00503,41.63414,1 UNIVERSITY AVE,ANGOLA,IN,46703
8409501593,GMU,LINCOLN HERITAGE MUSEUM, ,HTTP://MUSEUM.LINCOLNCOLLEGE.EDU/,-89.36278,40.15543,300 KEOKUK ST,LINCOLN,IL,62656
8409501595,GMU,LIVING FARM MUSEUM OF THE OZARKS,8703780285, ,-90.9683,36.26435,610 NORTH MARR STREET,POCAHONTAS,AR,72455
8409501596,GMU,LIVING HISTORY FARMS,5152785286, ,-93.77039,41.62901,2600 NW 111TH STREET,URBANDALE,IA,50322
8409501598,GMU,LOIS DOWDLE COBB MUSEUM OF ARCHAEOLOGY, , ,-88.7844,33.45652,PO BOX 5227,MS STATE UNI,MS,39762
8409501599,GMU,LONG BRANCH PLANTATION,5408371856,HTTP://WWW.VISITLONGBRANCH.ORG/,-78.03858,39.06655,830 LONG BRANCH LANE,MILLWOOD,VA,22646
8409501600,GMU,LONGSTREET FARM,7329463758, ,-74.14181,40.33039,805 NEWMAN SPRINGS RD,LINCROFT,NJ,7738
8409501601,GMU,LONGWELL MUSEUM,4174513223,HTTP://WWW.CROWDER.EDU/ABOUT-CROWDER/LONGWELL-MUSEUM/,-94.36201,36.8113,601 LACLEDE AVENUE,NEOSHO,MO,64850
8409501602,GMU,LOUDEN-HENRITZE ARCHAEOLOGY MUSEUM,7198465508, ,-104.51388,37.17294,600 PROSPECT STREET,TRINIDAD,CO,81082
8409501603,GMU,LOUISIANA TECH MUSUEM, , , , ,305 WISTERIA,BATON ROUGE,LA,71272
8409501606,GMU,LUICILE M. WRIGHT AIR MUSEUM,7166649500,HTTP://WRIGHTAIRMUSEUM.COM/,-79.2413,42.09646,300 NORTH MAIN STREET,JAMESTOWN,NY,14701
8409501607,GMU,LUTHER E. BEAN MUSEUM,7195877151,HTTP://WWW.MUSEUMTRAIL.ORG/LUTHER-BEAN-MUSEUM.HTML,-105.88066,37.47287,208 EDGEMONT BLVD,ALAMOSA,CO,81102
8409501608,GMU,LYNDON BAINES JOHNSON LIBRARY AND MUSEUM,5127210200,HTTP://WWW.LBJLIBRARY.ORG,-97.72756,30.28414,2313 RED RIVER ST,AUSTIN,TX,78705
8409501609,GMU,LYNN H. WOOD ARCHAEOLOGICAL MUSEUM - INSTITUTE OF ARCHAEOLOGY,4232362030,HTTP://WWW1.SOUTHERN.EDU/ADMINISTRATION/ARCHAEOLOGY/,-85.04759,35.04784,PO BOX 370,COLLEGEDALE,TN,37315
8409501610,GMU,M.T. JAMES MUSEUM,5093353564, ,-117.16624,46.7244,FRENCH ADMINISTRATION BUILDING,PULLMAN,WA,99164
8409501612,GMU,MACKINAC STATE HISTORIC PARKS,2314364100,HTTP://WWW.MACKINACPARKS.COM,-84.73786,45.77657,PO BOX 873,MACKINAW CITY,MI,49701
8409501613,GMU,MACON COUNTY CONSERVATION DISTRICT,2174237708, ,-89.0131,39.82392,3939 NEARING LANE,DECATUR,IL,62521
8409501615,GMU,MARCIA LYNN WALSH ALUMNAE MUSEUM,8003601222, ,-75.51434,40.58905,100 COLLEGE DR,ALLENTOWN,PA,18104
8409501616,GMU,MARGARET WALKER CENTER,6019793935,HTTP://WWW.JSUMS.EDU/MARGARETWALKERCENTER/,-90.18609,32.28894,PO BOX 17250,JACKSON,MS,39217
8409501617,GMU,MARJORIE BARRICK MUSEUM,7028953381,HTTPS://WWW.UNLV.EDU/BARRICKMUSEUM,-119.81437,39.55106,2601 ENTERPRISE RD,RENO,NV,89512
8409501618,GMU,MARSHALL M. FREDERICKS SCULPTURE MUSEUM,9899647125,HTTP://MARSHALLFREDERICKS.ORG,-83.97413,43.51996,7400 BAY ROAD,UNIVERSITY C,MI,48710
8409501619,GMU,MARTHA BERRY MUSEUM,7063686789,HTTP://WWW.BERRY.EDU/OAKHILL/,-85.18332,34.275,PO BOX 490129,MOUNT BERRY,GA,30149
8409501620,GMU,MARY BUIE MUSEUM, , ,-89.53624,34.36897,PO BOX 1848,UNIVERSITY,MS,38677
8409501622,GMU,MASCARO/ STEINIGER TURFGRASS MUSEUM, , ,-77.86267,40.79792,201 OLD MAIN,UNIVERSITY PARK,PA,16802
8409501623,GMU,MATTHEWS LIVING HISTORY FARM MUSEUM,2767733080,HTTP://MATTHEWSFARMMUSEUM.ORG,-81.15322,36.63529,PO BOX 356,INDEPENDENCE,VA,24348
8409501624,GMU,MATTYE REED AFRICAN HERITAGE CENTER,3363343209, ,-79.77596,36.07417,1601 EAST MARKET STREET,GREENSBORO,NC,27411
8409501625,GMU,MAUNA KEA OBSERVATORIES HILA, , ,-157.82851,21.30754,2500 CAMPUS ROAD HAWAII HALL,MANOA,HI,96822
8409501627,GMU,MAYBORN MUSEUM COMPLEX,2547101110,HTTP://WWW.BAYLOR.EDU/MAYBORN/,-97.12248,31.54632,1 BEAR PL UNIT 97043,WACO,TX,76798
8409501628,GMU,MCKISSICK MUSEUM,8037777251, ,-81.03112,33.99521,816 BULL ST,COLUMBIA,SC,29208
8409501629,GMU,MCMINN COUNTY LIVING HERITAGE MUSEUM,4237450329, ,-84.59233,35.4393,PO BOX 889,ATHENS,TN,37311
8409501631,GMU,MCPHERSON MUSEUM,6202418464, ,-97.64406,38.37148,1600 E EUCLID ST,MCPHERSON,KS,67460
8409501632,GMU,MEADOW FARM MUSEUM,8045012130,HTTP://HENRICO.US/REC/,-77.495,37.58721,PO BOX 90775,RICHMOND,VA,23273
8409501633,GMU,MEADOWCROFT ROCKSHELTER & HISTORIC VILLAGE,7245873412,HTTP://WWW.HEINZHISTORYCENTER.ORG/MEADOWCROFT,-80.49576,40.28609,401 MEADOWCROFT RD,AVELLA,PA,15312
8409501634,GMU,MEADOWS MUSEUM,2147682516x,HTTP://WWW.MEADOWSMUSEUMDALLAS.ORG/,-96.78599,32.84085,PO BOX 750261,DALLAS,TX,75275
8409501635,GMU,MENNONITE LIBRARY AND ARCHIVES,3162845304,HTTP://WWW.BETHELKS.EDU/COMMUNITY/AFFILIATE-ORGANIZATIONS/MENNONITE-LIBRARY-AND-ARCHIVES/,-97.34522,38.07487,300 E 27TH ST,NORTH NEWTON,KS,67117
